date,ticker,PE,PB,ROE,ROA,sector
2021-08-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2021-09-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2021-10-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2021-11-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2021-12-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-01-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-02-28,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-03-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-04-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-05-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-06-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-07-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-08-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-09-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-10-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-11-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2022-12-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-01-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-02-28,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-03-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-04-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-05-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-06-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-07-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-08-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-09-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-10-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-11-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2023-12-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-01-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-02-29,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-03-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-04-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-05-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-06-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-07-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-08-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-09-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-10-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-11-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2024-12-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-01-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-02-28,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-03-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-04-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-05-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-06-30,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2025-07-31,MSFT,38.309105,11.292746,0.33280998,0.14203,Technology
2020-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-02-29,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-08-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-09-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-10-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-11-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-12-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-02-28,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-08-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-09-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-10-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-11-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2021-12-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-02-28,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-08-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-09-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-10-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-11-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2022-12-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-02-28,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-08-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-09-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-10-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-11-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2023-12-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-02-29,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-08-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-09-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-10-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-11-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2024-12-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-01-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-02-28,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-03-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-04-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-05-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-06-30,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2025-07-31,GOOGL,21.40575,6.703799,0.34829,0.16792,Communication Services
2020-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-02-29,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-08-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-09-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-10-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-11-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-12-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-02-28,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-08-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-09-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-10-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-11-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2021-12-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-02-28,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-08-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-09-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-10-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-11-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2022-12-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-02-28,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-08-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-09-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-10-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-11-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2023-12-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-02-29,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-08-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-09-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-10-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-11-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2024-12-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-01-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-02-28,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-03-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-04-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-05-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-06-30,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2025-07-31,AMZN,33.78626,7.0678034,0.2477,0.07699,Consumer Cyclical
2020-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-02-29,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-08-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-09-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-10-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-11-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-12-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-02-28,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-08-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-09-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-10-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-11-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2021-12-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-02-28,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-08-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-09-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-10-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-11-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2022-12-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-02-28,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-08-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-09-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-10-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-11-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2023-12-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-02-29,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-08-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-09-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-10-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-11-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2024-12-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-01-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-02-28,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-03-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-04-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-05-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-06-30,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2025-07-31,NVDA,58.729034,52.955208,1.15463,0.53244996,Technology
2020-01-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-02-29,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-03-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-04-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-05-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-06-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-07-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-08-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-09-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-10-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-11-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2020-12-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-01-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-02-28,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-03-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-04-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-05-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-06-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-07-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-08-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-09-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-10-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-11-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2021-12-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2022-01-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2022-02-28,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2022-03-31,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
2022-04-30,META,27.779108,9.878115,0.40647998,0.18465,Communication Services
